,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,ID,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
12326,47,74,56,53,48,66,41,24,21,22,15,7,7,11,8,7,60,214849,68,73,54,16,55,31,47,67,61,32,54,53,65,61,70,38,24
12327,55,62,38,67,62,45,60,23,54,64,57,13,8,6,12,10,65,156481,59,62,63,23,65,46,43,56,64,58,58,52,58,66,59,62,26
12328,39,22,23,23,17,29,16,20,14,17,13,63,61,60,63,66,19,223041,20,58,26,13,16,11,16,57,30,25,14,34,26,19,68,41,20
12329,74,47,79,81,65,58,61,44,62,41,59,9,15,10,15,16,53,225089,22,49,55,62,36,50,62,58,57,67,44,80,48,47,52,66,54
12330,71,31,59,75,68,56,62,59,66,49,64,15,8,15,14,8,49,226625,42,48,55,58,28,64,55,60,58,74,28,68,58,36,49,49,67
12331,24,18,37,26,11,31,10,11,13,12,8,74,60,56,51,65,10,234049,6,56,22,9,7,17,4,58,27,15,10,36,27,14,38,34,8
12332,52,65,46,52,44,57,29,28,41,29,33,9,10,11,15,15,55,234817,64,71,52,31,61,33,26,58,54,34,66,45,67,64,71,33,30
12333,50,70,68,62,61,57,59,65,64,62,58,11,9,6,15,16,55,177473,62,70,63,62,54,63,54,70,63,70,57,52,65,58,72,61,59
12334,67,54,60,83,63,57,62,63,66,56,55,7,8,7,8,11,57,193345,44,60,55,56,56,51,59,57,62,63,44,69,65,41,56,58,44
12335,63,60,69,47,56,52,51,23,45,29,37,14,7,11,15,7,61,203842,58,47,54,45,61,33,41,54,56,51,62,61,68,64,85,40,22
12336,77,43,73,74,67,66,67,60,66,63,56,16,11,10,10,11,48,216386,51,76,53,54,54,61,61,64,67,64,59,74,62,58,58,50,57
12337,61,79,66,73,64,59,64,56,55,44,32,15,8,16,13,15,56,169538,58,64,62,38,58,24,44,59,64,66,56,71,82,60,75,43,41
12338,79,63,63,62,54,58,63,34,59,30,47,13,12,10,11,12,60,238658,55,79,40,38,50,40,55,62,59,59,55,88,91,52,65,55,30
12339,72,55,61,60,57,58,61,37,58,37,33,16,11,12,10,15,61,214595,60,61,57,29,63,43,58,61,63,39,59,69,70,61,61,42,34
12340,63,62,57,56,36,45,38,32,30,25,22,13,9,8,15,14,64,243523,57,73,58,24,60,46,30,61,60,47,63,58,62,66,68,30,37
12341,43,77,57,69,67,70,72,77,63,79,52,16,13,16,12,16,65,53827,61,74,67,63,62,67,62,65,65,78,62,42,70,62,72,74,66
12342,60,40,53,49,65,39,41,53,56,39,68,10,7,7,15,6,65,224324,22,53,34,56,20,59,58,49,51,67,22,55,62,23,80,51,58
12343,67,50,60,74,65,60,56,52,67,55,52,9,7,7,14,13,47,240964,63,60,61,50,58,58,52,61,65,62,61,66,67,62,58,58,54
12344,76,36,82,73,65,62,60,59,65,43,61,10,10,7,9,6,49,223557,17,73,57,57,18,57,64,62,63,60,14,74,71,19,57,63,57
12345,78,61,79,74,64,57,63,59,66,49,32,13,8,15,11,12,44,208454,56,77,59,43,60,45,48,58,61,56,65,73,57,63,53,48,44
12346,68,65,72,70,57,50,60,44,59,37,45,9,6,12,13,16,56,209222,61,66,55,46,62,52,57,59,59,62,63,67,74,62,80,50,52
12347,70,30,69,52,67,62,61,48,69,46,61,11,7,8,8,10,36,216646,29,42,59,61,27,64,58,53,58,64,33,67,34,33,56,58,54
12348,34,64,34,55,51,60,29,31,42,25,19,5,12,7,6,13,58,220230,61,63,56,26,62,30,23,58,59,34,60,36,57,65,73,45,24
12349,52,54,60,54,58,49,22,30,28,47,30,9,7,14,10,12,70,227398,64,69,35,37,48,40,31,72,40,62,66,38,72,63,82,30,25
12350,63,53,66,73,66,59,59,59,60,57,53,12,13,6,7,7,49,237382,40,48,70,47,46,64,55,60,68,66,58,53,42,58,52,69,50
12351,77,31,81,79,67,47,51,49,69,41,64,11,13,6,7,13,48,221767,22,70,48,57,27,51,63,64,58,48,26,73,57,28,45,49,57
12352,63,60,57,71,63,50,41,44,61,40,67,14,10,10,13,6,67,239943,20,69,40,68,18,67,51,60,47,63,18,62,55,19,75,51,50
12353,61,54,59,68,68,59,48,47,60,65,43,6,10,12,10,10,60,243527,59,60,62,61,57,45,54,58,70,63,59,59,55,58,66,62,51
12354,62,66,33,30,45,41,18,22,22,28,32,7,8,9,8,8,68,202312,56,70,37,35,63,50,24,47,45,51,65,42,58,63,83,43,23
12355,74,49,59,66,63,63,65,47,64,38,45,11,11,7,7,9,48,215368,60,44,54,36,64,37,61,65,59,51,58,73,72,61,63,50,44
12356,67,48,59,74,65,45,58,47,63,41,52,12,14,11,9,6,47,216137,66,60,64,45,40,52,55,62,68,54,48,65,72,58,48,54,37
12357,62,59,51,37,61,52,57,23,46,28,30,12,10,9,7,13,67,228681,67,74,30,25,65,40,23,54,60,38,64,57,59,66,83,33,23
12358,51,57,56,38,61,58,42,57,56,53,60,13,13,8,12,12,66,167497,21,77,51,61,37,60,65,63,61,63,30,45,58,34,80,47,64
12359,53,68,54,57,60,57,30,26,53,18,37,12,9,14,13,10,72,233033,68,70,56,24,56,34,55,54,61,44,60,54,72,65,74,48,24
12360,64,58,56,66,65,65,65,56,67,51,44,12,9,9,12,11,44,233545,57,62,60,43,65,41,72,53,66,45,66,60,65,67,58,43,54
12361,83,60,70,66,59,54,29,41,63,37,65,10,8,14,8,6,52,243017,14,70,26,54,11,61,61,60,51,68,12,82,61,17,54,47,59
12362,71,66,70,60,55,59,55,49,58,53,40,9,16,7,10,13,63,158282,58,71,69,43,62,57,62,51,61,59,61,63,82,64,75,52,45
12363,74,69,68,51,63,55,54,42,62,37,43,14,10,9,6,6,55,238922,49,66,59,45,56,46,51,60,65,62,51,82,83,55,70,51,44
12364,68,71,75,64,68,62,64,52,72,57,62,10,15,16,10,14,54,180810,53,65,57,60,35,64,61,56,61,58,36,67,66,34,72,62,61
12365,37,74,51,39,42,54,27,34,35,27,20,16,15,12,11,15,69,203851,56,47,46,24,55,31,25,58,49,27,60,34,34,62,90,35,17
12366,68,52,65,82,58,60,60,48,53,35,32,7,10,8,9,12,47,210507,64,64,50,38,60,37,58,61,58,42,65,64,71,62,66,43,35
12367,78,49,75,83,66,61,49,57,68,41,63,5,12,8,8,14,48,229707,12,79,51,63,22,53,61,50,63,62,23,77,57,26,49,42,51
12368,62,40,64,68,60,55,28,48,66,42,63,7,12,7,14,8,68,239691,24,73,32,62,18,65,58,60,56,66,15,65,67,12,63,46,60
12369,58,57,42,44,40,49,34,34,39,32,25,11,14,7,14,6,64,243275,62,69,41,22,61,41,28,56,45,48,65,56,65,66,78,41,35
12370,67,64,73,60,61,56,48,48,56,49,61,9,10,15,13,10,59,190539,23,65,41,46,20,64,66,63,58,62,22,74,80,23,67,57,55
12371,37,21,51,40,26,57,13,15,14,15,14,64,63,64,61,63,13,189004,18,54,22,14,15,22,12,55,23,29,12,54,36,13,64,47,15
12372,62,66,59,64,64,58,64,64,60,50,60,7,11,7,6,9,58,189772,44,63,61,56,30,63,63,63,63,64,27,62,67,30,68,59,62
12373,63,46,61,65,62,57,48,43,60,55,60,6,8,6,7,9,63,195148,39,48,39,59,13,48,62,60,53,70,15,65,55,20,72,51,59
12374,72,83,73,73,55,52,59,49,47,48,35,6,7,11,10,8,53,238925,59,74,38,42,56,52,45,56,54,48,61,69,87,59,59,39,31
12375,47,65,48,51,46,56,35,44,38,28,28,6,6,7,8,6,62,239949,65,58,48,32,56,46,27,54,53,48,61,52,64,66,79,30,35
12376,28,63,60,56,61,71,29,46,43,23,61,8,13,8,14,7,78,193613,31,75,25,58,29,59,67,65,47,71,22,32,81,24,91,54,62
12377,50,68,63,55,58,69,58,52,52,63,22,7,12,16,14,14,56,138830,60,63,59,47,56,22,57,61,58,51,63,47,72,67,77,54,18
12378,75,48,71,64,61,55,38,33,63,31,63,8,15,11,10,9,61,211790,20,53,33,58,11,51,57,54,53,68,12,75,48,23,70,49,60
12379,68,61,63,82,65,59,63,50,64,48,49,13,11,8,10,15,48,219726,55,60,64,60,45,56,53,62,66,63,47,66,67,48,59,61,61
12380,46,54,42,45,41,59,34,36,35,28,22,11,9,14,10,15,60,222286,61,67,43,29,62,40,29,51,52,43,70,48,55,69,76,32,34
12381,67,66,62,69,52,41,62,31,53,32,27,7,14,12,7,6,53,237646,65,64,37,32,57,40,35,58,58,35,56,70,78,64,58,48,27
12382,69,57,70,52,64,64,62,36,67,35,33,6,7,12,13,6,53,231247,60,70,53,39,58,37,59,55,62,47,54,74,85,56,75,57,33
12383,62,65,55,51,52,42,40,35,49,33,31,13,11,13,12,14,65,232527,59,68,38,33,64,51,49,55,45,52,63,63,66,62,71,30,26
12384,34,64,55,52,46,53,28,19,38,21,19,13,7,14,16,13,64,223568,62,64,62,18,61,22,26,53,60,42,60,39,42,63,74,35,12
12385,66,52,79,81,64,66,63,64,63,57,50,14,7,8,16,10,56,162128,64,75,61,60,59,58,68,59,64,61,61,68,59,62,59,65,61
12386,75,41,80,76,61,56,56,61,65,34,54,12,11,7,14,9,54,228432,13,85,55,41,11,46,60,54,61,60,20,78,77,19,51,58,44
12387,56,54,41,47,39,60,35,30,36,36,33,7,6,14,14,9,57,229200,61,68,30,32,65,50,31,56,45,51,68,53,59,66,73,33,38
12388,74,57,71,71,64,66,60,44,65,57,59,11,7,12,14,7,44,166736,31,59,56,61,42,44,62,66,66,66,50,71,73,53,72,65,66
12389,75,60,65,72,51,52,56,38,49,39,39,15,14,15,7,14,52,241488,64,66,40,41,60,44,49,63,57,56,63,74,65,61,61,48,32
12390,71,62,64,77,58,52,36,40,45,31,32,14,11,9,16,15,42,227155,41,74,56,42,73,40,49,73,62,50,57,72,83,72,75,44,36
12391,83,70,65,77,62,58,59,41,64,35,52,16,7,14,15,11,55,207956,63,73,57,54,50,44,60,61,65,64,56,77,72,62,82,65,42
12392,70,69,69,76,65,69,62,62,68,42,50,10,15,10,13,13,54,215636,58,59,61,54,55,52,54,57,65,63,55,72,80,62,70,62,38
12393,43,24,38,47,24,25,20,16,17,11,11,65,61,62,57,66,11,184148,15,63,38,17,14,36,9,61,34,34,12,42,33,13,62,20,20
12394,47,17,51,59,24,30,15,20,13,18,16,64,61,60,62,65,17,213589,25,50,19,12,18,23,17,51,21,22,19,42,33,13,63,48,12
12395,42,30,56,55,30,56,20,13,14,15,15,67,56,62,61,66,14,19541,17,67,30,17,12,29,14,55,29,34,24,43,30,22,63,34,12
12396,50,79,50,52,52,45,32,29,38,25,23,7,12,14,11,15,59,221525,63,58,46,19,57,37,23,56,44,39,63,53,62,64,71,30,30
12397,73,63,65,60,59,52,41,34,54,41,60,15,12,9,5,15,64,236885,24,70,38,58,18,64,62,59,55,63,14,74,55,11,79,50,50
12398,43,37,63,43,34,42,14,12,21,12,13,65,63,62,61,65,12,209750,15,74,25,16,19,41,14,51,33,22,16,46,28,11,72,43,13
12399,47,19,37,47,19,27,14,16,18,13,17,65,59,68,65,66,11,227926,21,52,21,18,18,25,15,48,30,18,17,45,45,20,65,11,14
12400,71,76,65,73,55,59,45,47,51,55,42,6,11,14,15,7,59,235607,66,68,58,60,58,63,51,58,59,68,61,74,78,60,64,55,51
12401,56,32,53,51,55,50,32,47,55,40,77,10,12,11,11,12,65,239191,12,65,40,65,15,69,66,55,45,63,25,54,61,20,59,45,60
12402,34,35,38,35,20,38,10,14,13,10,4,69,64,67,62,53,6,27480,22,60,28,8,26,9,14,59,19,30,15,34,26,10,58,36,10
12403,56,29,65,58,68,55,34,33,62,32,64,8,8,10,7,5,60,237144,14,60,30,60,11,58,65,62,51,63,11,56,50,10,73,48,52
12404,77,63,68,67,54,47,67,34,43,25,24,14,13,13,13,14,53,239704,50,81,34,22,58,30,45,57,52,57,63,80,75,59,73,33,31
12405,85,58,71,55,57,55,55,53,61,31,38,7,9,13,14,7,55,225625,59,61,46,42,59,32,49,55,57,43,59,85,70,62,66,48,18
12406,82,38,77,87,58,55,39,50,55,41,62,11,11,13,12,9,64,242265,13,65,42,56,20,62,64,58,55,60,15,80,57,23,61,49,41
12407,62,58,60,59,51,53,36,23,45,21,23,11,15,10,10,14,63,206170,57,69,51,26,60,45,22,54,60,36,62,64,71,64,72,36,23
12408,54,62,53,53,49,60,29,28,31,24,22,13,12,7,15,12,62,216154,62,58,42,19,61,35,21,52,53,31,60,58,69,65,73,29,29
12409,60,77,64,60,61,65,45,43,56,48,39,13,15,6,8,9,42,198491,68,63,59,46,64,58,34,67,62,38,54,56,60,60,67,58,40
12410,72,49,73,58,60,55,60,59,56,55,27,12,15,8,7,15,59,204635,60,75,54,31,59,37,44,50,58,51,61,66,80,64,73,47,35
12411,91,49,80,69,53,41,54,59,58,56,34,13,14,15,13,16,49,213339,57,61,49,43,57,45,56,60,55,66,57,88,74,61,63,47,29
12412,75,28,67,76,67,62,59,51,68,44,60,10,15,13,9,8,50,239451,25,48,46,48,27,60,62,54,57,63,32,73,65,26,41,50,55
12413,48,18,38,40,20,28,20,15,11,15,11,62,59,59,63,64,15,208988,17,40,17,19,17,22,10,64,21,17,15,48,36,15,72,40,13
12414,62,64,65,66,59,51,40,23,53,31,34,11,13,12,16,14,55,227164,62,67,52,46,67,36,45,61,57,41,56,63,63,61,73,52,27
12415,44,63,49,52,44,45,28,23,28,27,20,9,10,6,9,11,61,228701,60,68,31,16,62,34,28,55,45,36,63,33,53,61,86,27,28
12416,83,56,76,77,66,61,67,71,64,60,48,10,7,6,14,10,43,170589,53,55,56,50,51,61,55,64,66,62,55,84,72,58,61,62,52
12417,72,59,73,62,55,56,58,47,45,40,28,6,7,11,13,6,51,242013,62,63,53,31,57,43,51,60,62,48,63,74,72,62,56,40,33
12418,74,50,63,69,58,58,38,37,47,38,34,14,8,11,13,9,57,227678,62,70,58,32,59,38,50,59,61,51,61,78,66,65,70,49,35
12419,16,26,25,27,13,35,13,10,12,10,8,63,66,54,62,67,12,234846,9,38,20,8,5,11,7,49,24,18,10,27,20,13,66,41,8
12420,71,58,72,65,62,39,61,52,49,49,38,6,14,9,6,6,28,240222,61,57,49,51,65,45,61,57,61,57,59,72,76,63,65,45,31
12421,56,67,67,70,59,63,55,55,52,39,43,14,6,13,15,12,59,197983,67,74,54,41,65,58,53,64,62,47,62,58,63,64,60,56,40
12422,59,59,63,43,59,57,26,33,61,25,65,7,16,13,7,11,68,212319,16,71,28,54,21,51,68,59,54,58,17,56,67,19,77,47,54
12423,59,63,49,60,64,60,48,59,56,60,33,11,8,12,9,15,52,237407,65,69,64,59,53,50,27,60,69,63,52,69,69,55,63,51,33
12424,49,23,34,48,23,33,12,14,15,14,17,67,57,56,57,71,18,226656,22,59,27,17,20,23,20,55,29,19,21,53,36,13,80,14,17
12425,74,48,48,76,66,59,48,58,63,52,49,14,11,14,9,9,49,239200,36,59,65,61,37,46,57,49,72,55,46,67,64,50,63,68,49
12426,51,75,62,62,58,61,52,40,49,44,46,16,7,14,7,6,58,182112,58,70,62,66,60,48,50,57,61,64,54,50,76,60,74,63,34
12427,39,18,27,47,11,26,14,10,12,10,5,65,65,64,63,65,10,231265,9,58,20,6,8,15,7,44,23,22,14,44,19,14,46,33,9
12428,66,63,66,67,60,59,40,44,54,43,47,8,10,6,13,9,45,238689,67,74,59,54,29,41,56,65,66,60,58,69,75,62,71,61,42
12429,79,49,79,76,60,61,49,55,57,24,59,6,15,13,13,7,59,189282,27,79,48,57,29,51,67,60,58,59,26,77,73,30,64,58,51
12430,57,70,61,64,54,65,56,52,45,43,49,11,15,10,16,12,70,191330,67,62,53,44,51,51,48,74,61,56,54,58,72,59,72,47,53
12431,71,49,64,67,60,54,50,44,56,38,61,9,12,8,16,14,54,207459,59,66,56,55,53,64,63,63,62,63,50,76,68,59,70,54,45
12432,37,57,41,36,41,44,24,29,40,25,39,12,10,8,9,10,68,222051,61,69,49,18,62,35,53,55,54,42,59,52,57,60,84,40,26
12433,72,53,78,84,63,61,59,63,64,60,61,10,13,15,14,12,50,162147,20,31,56,59,15,59,62,57,63,65,12,71,34,15,66,59,64
12434,59,22,58,55,63,65,62,56,73,55,60,13,10,7,13,8,45,230499,24,55,45,51,32,71,68,73,43,67,24,65,66,21,67,72,58
12435,58,59,45,45,41,55,44,38,33,22,17,10,6,11,11,9,60,238947,60,51,55,16,62,31,29,55,56,33,64,53,64,67,74,31,23
12436,74,70,71,55,64,73,56,56,59,59,49,15,11,10,11,12,64,207460,42,66,58,66,57,65,58,64,66,72,56,68,72,55,62,67,56
12437,65,41,70,70,64,68,63,76,62,78,60,13,14,8,16,13,46,209252,27,53,62,65,22,75,64,61,64,76,26,63,48,26,64,66,64
12438,79,49,71,66,63,60,59,62,66,54,59,14,13,11,15,5,53,240740,23,57,61,56,27,55,58,52,63,60,36,78,57,30,68,61,52
12439,66,90,68,68,52,53,52,31,53,54,45,9,11,9,13,11,54,213093,65,61,56,66,63,51,57,62,64,65,60,73,68,62,72,56,27
12440,74,30,77,75,63,57,64,55,66,47,63,12,7,11,14,13,50,229477,24,47,59,45,33,65,55,52,66,66,36,67,46,33,48,62,50
12441,24,24,65,31,11,34,11,10,7,11,5,63,62,65,60,63,14,239461,13,73,21,8,9,16,4,61,28,20,12,15,27,11,62,23,9
12442,59,53,44,51,42,48,34,35,33,33,21,14,10,10,12,15,63,240997,61,74,35,30,65,46,33,51,40,42,71,56,55,72,60,37,33
12443,66,43,74,71,59,38,66,61,62,58,55,10,13,8,10,16,55,188261,58,73,60,46,60,55,63,56,62,52,63,68,74,61,56,63,47
12444,61,33,40,38,19,45,19,20,18,12,19,62,64,69,64,66,13,202854,17,67,35,13,14,22,14,45,36,16,19,60,41,15,81,27,20
12445,54,65,65,52,60,61,61,60,62,62,60,7,10,12,14,10,65,138086,35,76,60,58,34,44,59,65,60,63,33,61,65,42,73,50,57
12446,75,70,73,78,55,45,63,47,53,37,51,12,8,10,14,16,39,210790,51,81,64,41,64,51,41,57,60,54,66,79,71,65,83,43,55
12447,80,60,73,82,60,56,58,56,63,63,59,12,7,14,7,7,52,222566,58,67,62,58,52,50,55,59,64,59,48,78,67,56,63,49,46
12448,81,34,77,76,62,54,41,46,63,37,68,7,8,12,6,8,67,227686,15,61,47,66,19,60,63,65,58,67,15,76,60,16,51,54,57
12449,71,85,45,58,42,57,26,25,39,27,29,14,16,30,14,14,63,205159,57,78,55,27,62,36,30,51,48,45,61,67,68,59,77,37,30
12450,67,62,64,63,60,55,63,52,59,44,34,8,7,7,7,9,46,233575,58,46,54,40,58,41,40,52,60,30,61,74,79,62,67,51,37
12451,71,57,59,58,59,58,46,34,59,40,63,14,8,7,5,11,66,240999,22,66,44,54,15,55,60,60,56,60,17,74,65,20,72,53,52
12452,47,24,33,45,21,23,13,11,14,11,13,63,67,59,68,54,16,218216,21,56,18,13,13,21,14,59,23,18,15,47,40,14,64,53,13
12453,74,55,68,71,65,60,58,55,65,50,52,7,15,7,9,11,50,224361,57,56,60,38,55,49,56,60,66,58,64,73,80,62,66,57,35
12454,54,56,36,52,50,52,52,29,39,31,24,14,8,7,11,9,63,227945,60,73,58,27,64,40,24,57,60,40,63,59,67,67,66,34,35
12455,77,41,79,64,69,63,54,62,71,57,57,8,13,12,14,9,48,238697,25,52,48,60,25,49,54,55,56,66,29,73,62,29,70,60,58
12456,74,60,74,68,61,58,68,69,57,66,42,10,9,11,11,7,50,204139,51,77,64,55,56,60,43,54,59,72,61,79,75,63,57,42,38
12457,60,68,46,50,56,58,28,30,46,26,20,13,9,13,11,14,68,215403,60,75,56,22,59,39,31,49,57,42,58,65,61,61,72,36,28
12458,73,62,64,48,59,54,60,67,56,62,55,15,14,8,12,14,54,220779,63,60,63,58,58,48,64,60,64,60,56,67,66,56,64,64,46
12459,73,65,77,69,55,52,62,36,60,35,38,11,15,9,7,10,57,225387,61,57,36,35,61,42,59,60,50,29,65,76,63,65,60,42,35
12460,57,63,62,61,61,51,52,39,56,42,29,14,12,12,13,8,57,228715,61,62,58,46,62,41,54,63,62,51,60,67,74,61,68,54,34
12461,68,32,55,64,60,48,60,35,62,46,65,12,7,13,11,9,64,243307,11,63,32,60,13,59,59,59,52,61,17,66,52,19,65,46,55
12462,60,60,61,63,59,61,60,35,58,26,49,6,13,10,9,14,60,215660,56,79,56,46,59,30,52,57,60,43,62,62,85,63,63,56,30
12463,61,68,42,58,55,68,21,29,29,27,19,8,6,10,15,6,65,239724,66,70,60,16,58,34,27,64,62,39,57,53,67,63,79,38,27
12464,62,36,61,57,62,49,49,46,60,40,58,12,12,11,9,13,65,211565,26,65,41,67,19,62,64,67,62,59,31,66,56,33,63,48,58
12465,30,13,38,32,24,29,12,19,13,15,11,63,65,57,63,63,16,197998,21,55,19,14,13,17,11,55,24,18,15,27,32,17,66,30,13
12466,47,17,39,66,20,27,19,12,19,14,12,61,67,54,59,66,14,213358,12,53,25,14,14,23,10,60,31,19,16,48,38,13,47,34,18
12467,48,71,59,67,60,67,53,51,54,56,40,13,11,16,7,10,65,172398,63,67,58,42,64,51,34,61,57,57,63,53,78,57,76,52,48
12468,60,11,26,26,11,12,14,15,10,13,8,63,62,62,64,63,15,243310,11,31,23,9,11,12,8,55,20,22,13,25,20,12,62,52,11
12469,72,67,72,74,60,65,62,51,63,25,36,11,15,14,9,13,61,199535,64,50,57,38,62,44,56,58,59,46,59,66,63,63,70,54,35
12470,45,20,34,52,23,28,18,18,16,14,13,64,61,58,63,65,14,221807,21,56,25,13,17,23,16,53,24,24,11,40,42,15,43,28,18
12471,70,78,60,66,53,57,55,41,49,40,25,1,1,1,1,1,60,159599,63,69,56,35,61,36,38,59,59,54,61,75,69,61,70,50,34
12472,88,59,74,67,62,52,58,48,63,44,36,11,8,7,14,12,45,237169,59,64,58,58,57,34,53,55,60,55,59,88,64,57,56,50,37
12473,89,42,82,87,68,57,42,64,75,65,52,6,7,15,10,10,39,237681,29,52,52,40,31,61,43,45,68,41,48,74,66,43,34,59,52
12474,74,68,66,63,64,61,42,47,65,34,49,8,10,13,13,10,51,212338,55,65,61,47,47,56,67,58,67,61,59,68,71,63,75,63,39
12475,69,61,68,61,65,61,48,49,64,41,60,10,10,11,8,13,62,217202,22,69,52,63,16,67,59,51,60,67,20,72,53,17,69,57,63
12476,65,53,53,65,50,53,44,38,45,32,28,13,13,9,10,8,57,231538,56,75,45,28,64,47,24,53,51,46,68,67,74,67,69,30,26
12477,64,65,65,63,63,67,56,58,62,50,40,16,15,14,16,7,58,181106,64,64,60,39,60,46,29,63,64,42,61,61,61,62,59,65,44
12478,55,62,49,43,43,50,27,26,28,27,22,11,8,6,5,12,67,238963,59,74,39,21,58,39,27,58,44,45,59,53,59,64,78,35,24
12479,67,28,70,64,66,44,32,41,60,45,67,7,10,13,8,14,58,243315,12,62,35,52,11,57,61,56,54,59,15,68,55,12,70,42,54
12480,66,59,72,65,62,55,61,64,60,66,59,6,10,9,14,6,47,199285,37,71,63,69,45,52,73,60,64,68,39,69,81,49,60,57,38
12481,70,68,64,61,56,56,37,36,48,39,34,13,13,6,13,9,58,238965,60,73,57,43,59,40,48,59,60,47,61,64,72,68,77,49,34
12482,28,23,38,44,21,39,12,13,12,12,6,59,60,62,66,68,13,241013,12,59,29,8,9,19,4,54,16,16,14,29,25,14,45,33,5
12483,70,60,75,70,63,56,61,42,64,55,58,6,6,7,16,6,54,209526,52,75,62,53,60,52,57,61,60,56,60,71,68,60,55,48,33
12484,35,74,66,60,65,59,42,54,55,38,43,10,7,8,7,15,57,216182,61,80,62,67,62,42,36,49,67,48,63,64,52,64,69,53,30
12485,58,50,59,75,74,68,52,61,74,49,57,12,10,12,8,8,44,241014,29,50,56,47,49,58,46,63,58,64,48,67,40,43,47,62,53
12486,80,43,72,72,69,52,41,53,73,42,49,6,12,7,7,14,26,176246,40,58,46,58,35,62,66,61,56,63,36,88,80,41,45,35,36
12487,79,35,84,86,62,42,62,64,64,57,61,11,6,15,15,13,38,242038,18,46,44,54,24,48,59,49,57,60,20,76,61,25,49,63,49
12488,31,38,57,60,30,23,16,13,15,14,10,64,59,59,62,66,11,196983,23,63,33,12,10,23,16,55,35,35,10,42,37,10,66,28,10
12489,47,77,33,54,44,53,36,35,32,40,23,10,6,11,16,10,64,887,59,60,46,23,60,32,30,52,53,27,60,42,68,62,80,40,27
12490,57,61,62,51,53,33,50,30,47,28,23,10,14,14,9,11,60,220023,61,65,40,29,60,33,36,62,55,28,58,64,65,65,70,40,23
12491,77,37,82,93,64,57,46,39,66,33,63,11,6,13,6,14,52,229751,19,62,44,62,13,68,59,59,54,58,17,80,63,21,33,67,59
12492,64,63,63,62,65,56,41,46,63,35,52,12,5,13,11,9,56,233079,60,53,58,54,56,57,56,63,65,63,55,57,76,59,61,63,39
12493,73,56,55,56,54,55,63,36,45,29,31,7,5,11,8,8,55,234359,59,70,34,26,57,44,43,58,43,43,65,75,64,71,55,43,35
12494,50,63,70,59,50,49,31,33,47,33,35,16,13,36,11,17,66,181879,67,70,58,31,64,53,35,63,52,42,63,52,66,61,61,43,40
12495,56,28,65,46,13,31,15,15,14,12,20,61,55,62,69,63,15,193911,23,69,22,16,13,16,12,65,23,13,12,46,32,15,33,27,17
12496,75,30,71,68,61,66,32,49,57,31,61,12,14,6,12,14,64,200312,31,89,54,59,29,54,59,58,56,62,22,72,68,21,82,37,57
12497,69,51,65,56,57,54,26,49,54,30,62,10,9,9,6,12,62,201337,45,71,36,48,27,60,66,66,55,65,18,66,69,22,67,52,55
12498,70,74,82,83,59,57,58,59,65,35,55,13,13,10,12,15,48,211833,54,71,53,60,46,42,52,58,60,70,50,76,92,53,58,63,63
12499,82,39,75,73,63,49,48,49,67,29,64,15,13,8,15,14,51,213369,13,57,49,56,17,60,57,54,52,64,37,78,54,22,64,50,56
12500,62,58,36,47,33,58,23,25,37,31,18,10,12,16,15,10,56,227705,62,74,29,27,64,40,30,54,43,43,66,70,60,68,69,34,32
12501,78,54,65,68,56,41,49,38,63,39,28,7,7,9,12,14,45,233849,55,58,43,27,59,46,55,56,46,33,70,81,70,69,63,40,27
12502,66,49,51,66,58,51,63,29,56,29,33,10,9,7,9,8,58,240505,58,61,62,38,61,34,42,59,68,44,65,62,55,66,49,35,25
12503,65,67,69,63,53,56,41,48,50,48,24,13,9,10,16,13,51,203898,48,82,57,39,71,45,32,55,65,49,58,64,58,65,72,52,36
12504,74,60,76,77,61,51,58,62,66,48,53,6,8,6,8,11,35,204154,19,72,52,51,22,52,54,65,60,65,16,73,58,28,45,62,53
12505,72,67,61,79,64,58,47,43,57,34,51,10,8,6,6,11,63,235642,66,70,62,46,47,31,56,59,66,52,62,69,85,64,76,55,37
12506,77,31,67,70,62,44,29,45,63,31,63,13,11,6,10,14,59,243322,15,62,32,55,18,57,64+2,60,56,60,15,76,67,12,60,53,38
12507,83,58,80,79,63,64,59,48,64,61,50,16,10,13,13,7,28,219259,41,70,60,61,31,46,58,55,62,63,42,77,71,50,58,63,39
12508,66,68,67,76,63,42,56,46,62,52,42,12,13,11,12,15,41,233083,61,72,65,61,44,54,52,63,67,67,37,63,73,43,59,62,42
12509,69,28,62,63,67,55,61,46,68,39,57,8,9,7,7,12,42,236667,22,48,55,51,36,47,53,51,60,57,21,68,59,27,51,59,57
12510,75,60,69,70,61,58,65,52,60,32,24,12,13,8,5,10,47,233084,56,74,52,38,60,38,48,56,60,53,58,72,74,59,61,44,30
12511,34,43,33,39,21,51,7,17,9,18,11,60,65,50,67,60,11,121980,23,67,22,12,9,22,12,64,23,23,8,41,25,9,71,57,8
