,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Position
12039,12039,223811,N. Alblas,22,https://cdn.sofifa.org/players/4/18/223811.png,Netherlands,https://cdn.sofifa.org/flags/34.png,66,73,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€675K,€2K,1084,FIFA 18|GK
12040,12040,223569,Nuha,23,https://cdn.sofifa.org/players/4/17/223569.png,Spain,https://cdn.sofifa.org/flags/45.png,63,70,CA Osasuna,https://cdn.sofifa.org/teams/2/light/479.png,€475K,€1K,1516,FIFA 17|ST
12041,12041,223482,P. Sergeev,21,https://cdn.sofifa.org/players/4/15/223482.png,Russia,https://cdn.sofifa.org/flags/40.png,59,67,Arsenal Tula,https://cdn.sofifa.org/teams/2/light/110756.png,€130K,€2K,1612,FIFA 15|CAM|RM
12042,12042,223672,P. Malicsek,21,https://cdn.sofifa.org/players/4/19/223672.png,Austria,https://cdn.sofifa.org/flags/4.png,63,72,SK Rapid Wien,https://cdn.sofifa.org/teams/2/light/254.png,€500K,€2K,1690,CDM|CM|CAM
12043,12043,223431,Rafinha,21,https://cdn.sofifa.org/players/4/15/223431.png,Brazil,https://cdn.sofifa.org/flags/54.png,52,58,SCR Altach,https://cdn.sofifa.org/teams/2/light/15009.png,€40K,€1K,1310,FIFA 15|LB
12044,12044,223575,Rafael Costa,27,https://cdn.sofifa.org/players/4/19/223575.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Boavista FC,https://cdn.sofifa.org/teams/2/light/1898.png,€1.8M,€5K,1847,CM|CAM
12045,12045,223736,R. Rotman,29,https://cdn.sofifa.org/players/4/19/223736.png,Slovenia,https://cdn.sofifa.org/flags/44.png,68,68,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€700K,€7K,1922,CDM
12046,12046,223528,R. Ingeman,32,https://cdn.sofifa.org/players/4/16/223528.png,Denmark,https://cdn.sofifa.org/flags/13.png,60,60,Hobro IK,https://cdn.sofifa.org/teams/2/light/112425.png,€100K,€1K,1521,FIFA 16|LB
12047,12047,223791,R. Niyaz,21,https://cdn.sofifa.org/players/4/17/223791.png,Turkey,https://cdn.sofifa.org/flags/48.png,67,74,Çaykur Rizespor,https://cdn.sofifa.org/teams/2/light/101037.png,€1M,€1K,1612,FIFA 17|CAM|CM|CDM
12048,12048,223676,R. Renner,24,https://cdn.sofifa.org/players/4/19/223676.png,Austria,https://cdn.sofifa.org/flags/4.png,64,67,SV Mattersburg,https://cdn.sofifa.org/teams/2/light/1785.png,€575K,€4K,1632,LM|LB
12049,12049,223458,R. Mirzov,24,https://cdn.sofifa.org/players/4/18/223458.png,Russia,https://cdn.sofifa.org/flags/40.png,67,70,FC Tosno,https://cdn.sofifa.org/teams/2/light/113704.png,€975K,€17K,1721,FIFA 18|LM|LW|On Loan
12050,12050,223580,R. Miller,29,https://cdn.sofifa.org/players/4/19/223580.png,England,https://cdn.sofifa.org/flags/14.png,60,60,Port Vale,https://cdn.sofifa.org/teams/2/light/1928.png,€210K,€3K,1633,ST
12051,12051,223836,R. Erdem,24,https://cdn.sofifa.org/players/4/15/223836.png,Turkey,https://cdn.sofifa.org/flags/48.png,57,63,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,€150K,€2K,1515,FIFA 15|RM|RB
12052,12052,223531,R. Hastrup,23,https://cdn.sofifa.org/players/4/16/223531.png,Denmark,https://cdn.sofifa.org/flags/13.png,55,59,Hobro IK,https://cdn.sofifa.org/teams/2/light/112425.png,€100K,€1K,1384,FIFA 16|RB
12053,12053,223629,S. Al Jaman,24,https://cdn.sofifa.org/players/4/19/223629.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,65,68,Al Wehda,https://cdn.sofifa.org/teams/2/light/112408.png,€675K,€6K,1604,LM|ST|CAM
12054,12054,223683,T. De Bie,21,https://cdn.sofifa.org/players/4/19/223683.png,Belgium,https://cdn.sofifa.org/flags/7.png,61,68,KV Oostende,https://cdn.sofifa.org/teams/2/light/682.png,€260K,€1K,1043,GK
12055,12055,223428,T. Wölbitsch,20,https://cdn.sofifa.org/players/4/15/223428.png,Austria,https://cdn.sofifa.org/flags/4.png,47,54,SCR Altach,https://cdn.sofifa.org/teams/2/light/15009.png,€30K,€1K,1355,FIFA 15|CM
12056,12056,223622,T. Molloy,20,https://cdn.sofifa.org/players/4/15/223622.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,47,56,UCD AFC,https://cdn.sofifa.org/teams/2/light/111132.png,€30K,€750,1291,FIFA 15|ST|RM
12057,12057,223730,T. van Weert,28,https://cdn.sofifa.org/players/4/19/223730.png,Netherlands,https://cdn.sofifa.org/flags/34.png,69,69,Aalborg BK,https://cdn.sofifa.org/teams/2/light/820.png,€1.1M,€8K,1658,ST
12058,12058,223692,W. Torres,30,https://cdn.sofifa.org/players/4/15/223692.png,Chile,https://cdn.sofifa.org/flags/55.png,62,62,Deportivo San Marcos de Arica,https://cdn.sofifa.org/teams/2/light/112586.png,€230K,€750,1362,FIFA 15|CB
12059,12059,223799,Z. López,17,https://cdn.sofifa.org/players/4/16/223799.png,Chile,https://cdn.sofifa.org/flags/55.png,54,67,Deportivo San Marcos de Arica,https://cdn.sofifa.org/teams/2/light/112586.png,€100K,€1K,1038,FIFA 16|GK
12060,12060,222816,A. Powell,18,https://cdn.sofifa.org/players/4/15/222816.png,England,https://cdn.sofifa.org/flags/14.png,46,61,Cheltenham Town,https://cdn.sofifa.org/teams/2/light/1936.png,€0,€0,1345,FIFA 15|CM
12061,12061,222848,A. Samuel,22,https://cdn.sofifa.org/players/4/19/222848.png,Wales,https://cdn.sofifa.org/flags/50.png,62,67,Wycombe Wanderers,https://cdn.sofifa.org/teams/2/light/1933.png,€400K,€2K,1572,ST
12062,12062,222790,Alex,25,https://cdn.sofifa.org/players/4/16/222790.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,77,Figueirense,https://cdn.sofifa.org/teams/2/light/111045.png,€4.1M,€40K,1182,FIFA 16|GK
12063,12063,222835,A. Kurzenev,21,https://cdn.sofifa.org/players/4/17/222835.png,Russia,https://cdn.sofifa.org/flags/40.png,58,64,Amkar Perm,https://cdn.sofifa.org/teams/2/light/110234.png,€190K,€1K,1373,FIFA 17|ST
12064,12064,222863,B. Taiva,23,https://cdn.sofifa.org/players/4/19/222863.png,Chile,https://cdn.sofifa.org/flags/55.png,62,71,Universidad de Chile,https://cdn.sofifa.org/teams/2/light/15029.png,€475K,€2K,1412,ST
12065,12065,222872,C. Saunders,21,https://cdn.sofifa.org/players/4/18/222872.png,Wales,https://cdn.sofifa.org/flags/50.png,53,63,Notts County,https://cdn.sofifa.org/teams/2/light/1937.png,€100K,€2K,1344,FIFA 18|ST
12066,12066,222556,C. González,16,https://cdn.sofifa.org/players/4/14/222556.png,Chile,https://cdn.sofifa.org/flags/55.png,51,59,Deportes Iquique,https://cdn.sofifa.org/teams/2/light/112531.png,€0,€0,1184,FIFA 14|GK
12067,12067,222608,C. Kavanagh,19,https://cdn.sofifa.org/players/4/17/222608.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,53,68,Shamrock Rovers,https://cdn.sofifa.org/teams/2/light/306.png,€120K,€1K,1490,FIFA 17|CAM
12068,12068,222901,C. López,23,https://cdn.sofifa.org/players/4/19/222901.png,Colombia,https://cdn.sofifa.org/flags/56.png,55,63,Itagüí Leones FC,https://cdn.sofifa.org/teams/2/light/112970.png,€100K,€1K,988,GK
12069,12069,223054,C. Penilla,27,https://cdn.sofifa.org/players/4/19/223054.png,Ecuador,https://cdn.sofifa.org/flags/57.png,70,70,New England Revolution,https://cdn.sofifa.org/teams/2/light/691.png,€1.9M,€5K,1749,LM|RM
12070,12070,222698,Park Dae Han,27,https://cdn.sofifa.org/players/4/19/222698.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,65,65,Sangju Sangmu FC,https://cdn.sofifa.org/teams/2/light/2055.png,€450K,€2K,1584,LB|On Loan
12071,12071,222685,D. Follonier,23,https://cdn.sofifa.org/players/4/18/222685.png,Switzerland,https://cdn.sofifa.org/flags/47.png,63,69,FC Luzern,https://cdn.sofifa.org/teams/2/light/897.png,€500K,€2K,1561,FIFA 18|RM|LM
12072,12072,222851,D. Hernández,19,https://cdn.sofifa.org/players/4/14/222851.png,Mexico,https://cdn.sofifa.org/flags/83.png,57,68,Guadalajara,https://cdn.sofifa.org/teams/2/light/1880.png,€0,€0,1545,FIFA 14|ST
12073,12073,222742,D. Thomas,20,https://cdn.sofifa.org/players/4/17/222742.png,England,https://cdn.sofifa.org/flags/14.png,50,57,Bristol Rovers,https://cdn.sofifa.org/teams/2/light/1962.png,€50K,€1K,1434,FIFA 17|CM
12074,12074,222877,E. Sorin,21,https://cdn.sofifa.org/players/4/15/222877.png,France,https://cdn.sofifa.org/flags/18.png,57,65,Dijon FCO,https://cdn.sofifa.org/teams/2/light/110569.png,€120K,€3K,1554,FIFA 15|CM
12075,12075,223028,E. Şentürk,21,https://cdn.sofifa.org/players/4/16/223028.png,Turkey,https://cdn.sofifa.org/flags/48.png,63,75,Eskişehirspor,https://cdn.sofifa.org/teams/2/light/111988.png,€600K,€4K,1722,FIFA 16|CM
12076,12076,222597,E. Ohemeng,21,https://cdn.sofifa.org/players/4/18/222597.png,Ghana,https://cdn.sofifa.org/flags/117.png,70,78,Moreirense FC,https://cdn.sofifa.org/teams/2/light/1900.png,€2.6M,€5K,1597,FIFA 18|LW
12077,12077,223041,E. Ersu,24,https://cdn.sofifa.org/players/4/19/223041.png,Turkey,https://cdn.sofifa.org/flags/48.png,63,70,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,€375K,€7K,1028,GK
12078,12078,222820,E. Salles,24,https://cdn.sofifa.org/players/4/19/222820.png,France,https://cdn.sofifa.org/flags/18.png,59,65,Grenoble Foot 38,https://cdn.sofifa.org/teams/2/light/1805.png,€160K,€1K,944,GK
12079,12079,222565,Han Eui Kwon,24,https://cdn.sofifa.org/players/4/19/222565.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,68,71,Suwon Samsung Bluewings,https://cdn.sofifa.org/teams/2/light/983.png,€1.1M,€4K,1772,LW|ST
12080,12080,223040,F. Çakır,23,https://cdn.sofifa.org/players/4/19/223040.png,Turkey,https://cdn.sofifa.org/flags/48.png,60,67,Medipol Başakşehir FK,https://cdn.sofifa.org/teams/2/light/101014.png,€210K,€2K,1086,GK
12081,12081,222585,F. Fydriszewski,25,https://cdn.sofifa.org/players/4/19/222585.png,Argentina,https://cdn.sofifa.org/flags/52.png,67,70,Newell's Old Boys,https://cdn.sofifa.org/teams/2/light/110396.png,€975K,€7K,1528,ST
12082,12082,222923,F. Fumu Tamuzo,22,https://cdn.sofifa.org/players/4/18/222923.png,France,https://cdn.sofifa.org/flags/18.png,63,70,AJ Auxerre,https://cdn.sofifa.org/teams/2/light/57.png,€525K,€2K,1630,FIFA 18|RM|RW
12083,12083,222771,Kim Han Bin,27,https://cdn.sofifa.org/players/4/19/222771.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,56,56,Incheon United FC,https://cdn.sofifa.org/teams/2/light/110765.png,€70K,€1K,1372,LB|RB
12084,12084,222750,H. Rosenvold,20,https://cdn.sofifa.org/players/4/15/222750.png,Norway,https://cdn.sofifa.org/flags/36.png,54,60,IK Start,https://cdn.sofifa.org/teams/2/light/1524.png,€70K,€1K,1113,FIFA 15|GK
12085,12085,222654,J. Beesley,19,https://cdn.sofifa.org/players/4/17/222654.png,England,https://cdn.sofifa.org/flags/14.png,55,66,Chesterfield,https://cdn.sofifa.org/teams/2/light/1924.png,€140K,€1K,1477,FIFA 17|ST|RM
12086,12086,222622,Hui Jiakang,29,https://cdn.sofifa.org/players/4/19/222622.png,China PR,https://cdn.sofifa.org/flags/155.png,64,64,Tianjin TEDA FC,https://cdn.sofifa.org/teams/2/light/111774.png,€450K,€4K,1707,LW|LM
12087,12087,222853,J. Hou Sæter,20,https://cdn.sofifa.org/players/4/19/222853.png,Norway,https://cdn.sofifa.org/flags/36.png,61,75,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,€550K,€1K,1572,RM|CDM|CAM
12088,12088,222643,J. Silva,23,https://cdn.sofifa.org/players/4/19/222643.png,Mexico,https://cdn.sofifa.org/flags/83.png,69,74,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€1.2M,€9K,1424,CB|RB
12089,12089,222577,J. Cardona,23,https://cdn.sofifa.org/players/4/19/222577.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,75,Deportivo Pasto,https://cdn.sofifa.org/teams/2/light/111723.png,€1.3M,€1K,1747,CAM|LM
12090,12090,222832,João Teixeira,24,https://cdn.sofifa.org/players/4/19/222832.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,72,GD Chaves,https://cdn.sofifa.org/teams/2/light/518.png,€1.3M,€5K,1844,LW|CM
12091,12091,222992,L. Godoy,22,https://cdn.sofifa.org/players/4/18/222992.png,Argentina,https://cdn.sofifa.org/flags/52.png,58,68,Arsenal de Sarandí,https://cdn.sofifa.org/teams/2/light/110394.png,€200K,€1K,1576,FIFA 18|RM
12092,12092,222895,Leo Pereira,21,https://cdn.sofifa.org/players/4/18/222895.png,Brazil,https://cdn.sofifa.org/flags/54.png,66,70,Orlando City SC,https://cdn.sofifa.org/teams/2/light/112606.png,€725K,€2K,1472,FIFA 18|CB
12093,12093,222645,L. López,24,https://cdn.sofifa.org/players/4/19/222645.png,Mexico,https://cdn.sofifa.org/flags/83.png,67,71,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,€975K,€7K,1784,CM
12094,12094,223070,L. Nganioni,22,https://cdn.sofifa.org/players/4/18/223070.png,France,https://cdn.sofifa.org/flags/18.png,65,70,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€600K,€12K,1740,FIFA 18|LB
12095,12095,223085,L. Berry,25,https://cdn.sofifa.org/players/4/19/223085.png,England,https://cdn.sofifa.org/flags/14.png,66,67,Luton Town,https://cdn.sofifa.org/teams/2/light/1923.png,€750K,€3K,1822,CM
12096,12096,222575,L. Martin,28,https://cdn.sofifa.org/players/4/14/222575.png,United States,https://cdn.sofifa.org/flags/95.png,53,57,Chivas USA,https://cdn.sofifa.org/teams/2/light/111070.png,€0,€0,1337,FIFA 14|CB
12097,12097,223020,M. Mbamba,27,https://cdn.sofifa.org/players/4/17/223020.png,Cameroon,https://cdn.sofifa.org/flags/103.png,68,68,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,€850K,€3K,1756,FIFA 17|RM
12098,12098,222823,M. Poscha,19,https://cdn.sofifa.org/players/4/17/222823.png,England,https://cdn.sofifa.org/flags/14.png,52,61,Crewe Alexandra,https://cdn.sofifa.org/teams/2/light/121.png,€60K,€1K,1392,FIFA 17|CB|RB
12099,12099,222784,M. Orozco,19,https://cdn.sofifa.org/players/4/14/222784.png,Mexico,https://cdn.sofifa.org/flags/83.png,55,65,Guadalajara,https://cdn.sofifa.org/teams/2/light/1880.png,€0,€0,1466,FIFA 14|LWB|LB
12100,12100,222787,M. Abundiz,22,https://cdn.sofifa.org/players/4/19/222787.png,Mexico,https://cdn.sofifa.org/flags/83.png,59,67,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,€230K,€3K,1417,ST
12101,12101,223014,M. Rasmussen,22,https://cdn.sofifa.org/players/4/19/223014.png,Denmark,https://cdn.sofifa.org/flags/13.png,63,70,Vejle Boldklub,https://cdn.sofifa.org/teams/2/light/822.png,€500K,€2K,1740,CM
12102,12102,222666,M. Schwaiger,43,https://cdn.sofifa.org/players/4/14/222666.png,Austria,https://cdn.sofifa.org/flags/4.png,51,51,SV Grödig,https://cdn.sofifa.org/teams/2/light/112022.png,€0,€0,1154,FIFA 14|GK
12103,12103,222534,M. Yavuz,22,https://cdn.sofifa.org/players/4/17/222534.png,Austria,https://cdn.sofifa.org/flags/4.png,50,58,FC Admira Wacker Mödling,https://cdn.sofifa.org/teams/2/light/111821.png,€40K,€1K,1191,FIFA 17|LB
12104,12104,222706,Mário Sérgio,23,https://cdn.sofifa.org/players/4/16/222706.png,Brazil,https://cdn.sofifa.org/flags/54.png,64,69,Joinville,https://cdn.sofifa.org/teams/2/light/111054.png,€500K,€1K,1613,FIFA 16|RB
12105,12105,222533,Nuno Valente,26,https://cdn.sofifa.org/players/4/19/222533.png,Portugal,https://cdn.sofifa.org/flags/38.png,67,68,Vitória de Setúbal,https://cdn.sofifa.org/teams/2/light/665.png,€875K,€3K,1800,CM
12106,12106,222598,Nélson Monte,22,https://cdn.sofifa.org/players/4/19/222598.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,78,Rio Ave FC,https://cdn.sofifa.org/teams/2/light/744.png,€3.6M,€6K,1648,CB
12107,12107,222944,Pablo Pérez,24,https://cdn.sofifa.org/players/4/19/222944.png,Spain,https://cdn.sofifa.org/flags/45.png,68,71,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,€1.1M,€4K,1809,CAM|RM|ST
12108,12108,222695,R. Husić,22,https://cdn.sofifa.org/players/4/19/222695.png,Germany,https://cdn.sofifa.org/flags/21.png,60,69,VfR Aalen,https://cdn.sofifa.org/teams/2/light/550.png,€240K,€1K,1003,GK
12109,12109,222888,Reginaldo,20,https://cdn.sofifa.org/players/4/14/222888.png,Brazil,https://cdn.sofifa.org/flags/54.png,59,72,Coritiba,https://cdn.sofifa.org/teams/2/light/111044.png,€0,€0,1517,FIFA 14|RB
12110,12110,222971,Esquerdinha,25,https://cdn.sofifa.org/players/4/16/222971.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,71,Coritiba,https://cdn.sofifa.org/teams/2/light/111044.png,€1.2M,€10K,1686,FIFA 16|CAM|LM|RM
12111,12111,222821,S. O'Connor,19,https://cdn.sofifa.org/players/4/15/222821.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,46,55,Drogheda United,https://cdn.sofifa.org/teams/2/light/1572.png,€30K,€750,1380,FIFA 15|CM|LM
12112,12112,222599,Silvério,22,https://cdn.sofifa.org/players/4/19/222599.png,Portugal,https://cdn.sofifa.org/flags/38.png,64,74,Rio Ave FC,https://cdn.sofifa.org/teams/2/light/744.png,€625K,€2K,1395,CB
12113,12113,222959,S. Moreo,25,https://cdn.sofifa.org/players/4/19/222959.png,Italy,https://cdn.sofifa.org/flags/27.png,70,73,Palermo,https://cdn.sofifa.org/teams/2/light/1843.png,€2.3M,€3K,1808,ST|RW
12114,12114,222722,Stéfano Yuri,19,https://cdn.sofifa.org/players/4/14/222722.png,Brazil,https://cdn.sofifa.org/flags/54.png,63,77,Santos,https://cdn.sofifa.org/teams/2/light/1053.png,€0,€0,1475,FIFA 14|ST
12115,12115,222600,Lee Tae Hee,23,https://cdn.sofifa.org/players/4/19/222600.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,63,71,Incheon United FC,https://cdn.sofifa.org/teams/2/light/110765.png,€400K,€1K,1109,GK
12116,12116,222566,T. Majrashi,27,https://cdn.sofifa.org/players/4/19/222566.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,62,62,Ohod Club,https://cdn.sofifa.org/teams/2/light/113219.png,€325K,€4K,1734,RM
12117,12117,223018,T. Ünlü,28,https://cdn.sofifa.org/players/4/19/223018.png,Germany,https://cdn.sofifa.org/flags/21.png,63,63,BB Erzurumspor,https://cdn.sofifa.org/teams/2/light/749.png,€290K,€3K,1461,RB
12118,12118,222988,T. Aoyama,32,https://cdn.sofifa.org/players/4/19/222988.png,Japan,https://cdn.sofifa.org/flags/163.png,69,69,Sanfrecce Hiroshima,https://cdn.sofifa.org/teams/2/light/113157.png,€800K,€6K,1865,CM|CDM
12119,12119,222574,T. Nishi,28,https://cdn.sofifa.org/players/4/19/222574.png,Japan,https://cdn.sofifa.org/flags/163.png,64,64,Daegu FC,https://cdn.sofifa.org/teams/2/light/2056.png,€450K,€2K,1661,CM
12120,12120,222183,Aidi Fulangxisi,27,https://cdn.sofifa.org/players/4/19/222183.png,China PR,https://cdn.sofifa.org/flags/155.png,64,64,Shanghai Greenland Shenhua FC,https://cdn.sofifa.org/teams/2/light/110955.png,€375K,€3K,1580,CB|LB|RB
12121,12121,222140,A. Sundly,21,https://cdn.sofifa.org/players/4/15/222140.png,United States,https://cdn.sofifa.org/flags/95.png,54,60,New England Revolution,https://cdn.sofifa.org/teams/2/light/691.png,€0,€0,1523,FIFA 15|CDM
12122,12122,222092,A. Byrne,22,https://cdn.sofifa.org/players/4/18/222092.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,55,61,Galway United,https://cdn.sofifa.org/teams/2/light/1571.png,€100K,€1K,1426,FIFA 18|CDM
12123,12123,221855,Liu Binbin,25,https://cdn.sofifa.org/players/4/19/221855.png,China PR,https://cdn.sofifa.org/flags/155.png,68,68,Shandong Luneng TaiShan FC,https://cdn.sofifa.org/teams/2/light/111724.png,€975K,€7K,1786,RM|RW
12124,12124,222181,Yang Boyu,29,https://cdn.sofifa.org/players/4/19/222181.png,China PR,https://cdn.sofifa.org/flags/155.png,59,59,Jiangsu Suning FC,https://cdn.sofifa.org/teams/2/light/112162.png,€120K,€3K,1278,CB
12125,12125,222095,C. Burton,21,https://cdn.sofifa.org/players/4/19/222095.png,England,https://cdn.sofifa.org/flags/14.png,59,69,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,€190K,€2K,1025,GK
12126,12126,221980,Cheng Changcheng,27,https://cdn.sofifa.org/players/4/19/221980.png,China PR,https://cdn.sofifa.org/flags/155.png,56,56,Changchun Yatai FC,https://cdn.sofifa.org/teams/2/light/111769.png,€100K,€2K,1389,ST
12127,12127,221824,Piao Cheng,28,https://cdn.sofifa.org/players/4/19/221824.png,China PR,https://cdn.sofifa.org/flags/155.png,67,67,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,€750K,€7K,1884,CM
12128,12128,222046,C. Brennan,21,https://cdn.sofifa.org/players/4/16/222046.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,51,61,Kilmarnock,https://cdn.sofifa.org/teams/2/light/82.png,€60K,€1K,973,FIFA 16|GK
12129,12129,222007,C. O'Malley,23,https://cdn.sofifa.org/players/4/19/222007.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,61,66,Peterborough United,https://cdn.sofifa.org/teams/2/light/1938.png,€240K,€1K,1063,GK
12130,12130,222209,G. Mutombo,22,https://cdn.sofifa.org/players/4/19/222209.png,France,https://cdn.sofifa.org/flags/18.png,64,72,US Orléans Loiret Football,https://cdn.sofifa.org/teams/2/light/112276.png,€575K,€1K,1341,CB|LB
12131,12131,222192,Sun Guowen,24,https://cdn.sofifa.org/players/4/19/222192.png,China PR,https://cdn.sofifa.org/flags/155.png,56,59,Dalian YiFang FC,https://cdn.sofifa.org/teams/2/light/112378.png,€110K,€2K,1416,LM
12132,12132,222110,Kim Hak Chan,22,https://cdn.sofifa.org/players/4/15/222110.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,55,62,Ulsan Hyundai FC,https://cdn.sofifa.org/teams/2/light/1473.png,€80K,€1K,1446,FIFA 15|CM
12133,12133,222235,Ren Hang,29,https://cdn.sofifa.org/players/4/19/222235.png,China PR,https://cdn.sofifa.org/flags/155.png,68,68,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,€700K,€6K,1741,CB|LB
12134,12134,222080,H. Zapata,23,https://cdn.sofifa.org/players/4/19/222080.png,Colombia,https://cdn.sofifa.org/flags/56.png,66,71,Millonarios FC,https://cdn.sofifa.org/teams/2/light/101105.png,€850K,€1K,1648,RM|CAM|LM
12135,12135,221864,Chen Hao,25,https://cdn.sofifa.org/players/4/19/221864.png,China PR,https://cdn.sofifa.org/flags/155.png,61,64,Henan Jianye FC,https://cdn.sofifa.org/teams/2/light/111779.png,€270K,€2K,1510,CB|ST
12136,12136,221867,J. Stobbs,21,https://cdn.sofifa.org/players/4/19/221867.png,England,https://cdn.sofifa.org/flags/14.png,60,73,Sheffield Wednesday,https://cdn.sofifa.org/teams/2/light/1807.png,€400K,€3K,1574,RM
12137,12137,222025,J. Molina,25,https://cdn.sofifa.org/players/4/19/222025.png,Colombia,https://cdn.sofifa.org/flags/56.png,60,64,Deportivo Pasto,https://cdn.sofifa.org/teams/2/light/111723.png,€270K,€1K,1413,ST
12138,12138,222027,J. Watts,26,https://cdn.sofifa.org/players/4/19/222027.png,United States,https://cdn.sofifa.org/flags/95.png,66,69,Houston Dynamo,https://cdn.sofifa.org/teams/2/light/698.png,€675K,€2K,1689,CB|CDM
12139,12139,222197,Bai Jiajun,27,https://cdn.sofifa.org/players/4/19/222197.png,China PR,https://cdn.sofifa.org/flags/155.png,67,67,Shanghai Greenland Shenhua FC,https://cdn.sofifa.org/teams/2/light/110955.png,€625K,€5K,1774,LB
12140,12140,221972,Sun Jie,26,https://cdn.sofifa.org/players/4/19/221972.png,China PR,https://cdn.sofifa.org/flags/155.png,66,69,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,€675K,€3K,1617,CB|On Loan
12141,12141,221909,J. Staněk,19,https://cdn.sofifa.org/players/4/16/221909.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,63,77,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€625K,€4K,1011,FIFA 16|GK
12142,12142,221857,Jin Jingdao,26,https://cdn.sofifa.org/players/4/19/221857.png,China PR,https://cdn.sofifa.org/flags/155.png,67,67,Shandong Luneng TaiShan FC,https://cdn.sofifa.org/teams/2/light/111724.png,€825K,€7K,1885,RM|LM
12143,12143,222026,J. Nasco,30,https://cdn.sofifa.org/players/4/15/222026.png,United States,https://cdn.sofifa.org/flags/95.png,61,61,Colorado Rapids,https://cdn.sofifa.org/teams/2/light/694.png,€0,€0,1201,FIFA 15|GK
12144,12144,222167,J. Hodnemyr,19,https://cdn.sofifa.org/players/4/16/222167.png,Norway,https://cdn.sofifa.org/flags/36.png,59,67,IK Start,https://cdn.sofifa.org/teams/2/light/1524.png,€170K,€1K,1557,FIFA 16|RB
12145,12145,222094,Juanma,23,https://cdn.sofifa.org/players/4/17/222094.png,Spain,https://cdn.sofifa.org/flags/45.png,63,69,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,€475K,€1K,1559,FIFA 17|CF|ST|CAM
12146,12146,221875,Son Jun Ho,26,https://cdn.sofifa.org/players/4/19/221875.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,71,72,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/teams/2/light/1477.png,€2.7M,€8K,1841,CM|CDM
12147,12147,221924,K. Fisker,30,https://cdn.sofifa.org/players/4/19/221924.png,Denmark,https://cdn.sofifa.org/flags/13.png,67,67,Brøndby IF,https://cdn.sofifa.org/teams/2/light/269.png,€700K,€9K,1854,CM
12148,12148,222248,Sun Ke,28,https://cdn.sofifa.org/players/4/19/222248.png,China PR,https://cdn.sofifa.org/flags/155.png,68,68,Tianjin Quanjian FC,https://cdn.sofifa.org/teams/2/light/112983.png,€900K,€10K,1824,RW|CAM|CF
12149,12149,222216,K. Opseth,28,https://cdn.sofifa.org/players/4/19/222216.png,Norway,https://cdn.sofifa.org/flags/36.png,66,66,BB Erzurumspor,https://cdn.sofifa.org/teams/2/light/749.png,€675K,€5K,1607,ST
12150,12150,222101,K. Petrov,24,https://cdn.sofifa.org/players/4/15/222101.png,Ukraine,https://cdn.sofifa.org/flags/49.png,49,55,Korona Kielce,https://cdn.sofifa.org/teams/2/light/111083.png,€30K,€1K,1321,FIFA 15|CDM|CB
